Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023
73130;Grignon;5;N/A - résultat non disponible;13.7;0;81.2;3.6;9.3;7.1
73131;Hautecour;2;202.9;0;0;90.3;9.7;11.7;1.4
73132;Hauteluce;7;8.7;1.6;0;86.8;10.4;62.4;17.3
73133;Hauteville;4;327;10.2;0;35.9;53.9;2.5;2
73135;La Tour-en-Maurienne;9;93.2;5.4;0;92.9;1.7;41;17.9
73137;Jacob-Bellecombette;4;5;46;0;19.1;35;2.5;10.8
73138;Jarrier;2;-29.7;0;0;74.9;25.1;17.8;3.5
73139;Jarsy;3;-6.5;0.1;0;89.5;10.4;32.7;2.6
73140;Jongieux;6;-38.7;0;0;43.6;55.8;6.4;2.4
73141;Laissaud;2;13.3;4.4;0;20.3;68.6;6.6;4.2
73142;Landry;5;-49.1;6.5;0;74.8;18.7;10.6;7.8
73145;Lépin-le-Lac;4;-4.2;3;0;35.1;49.6;5.1;2.3
73146;Lescheraines;6;9.4;10.1;0;29.4;60.5;8.2;2.4
73147;Loisieux;2;-9.4;0;0;55.8;44.2;9.3;1
73149;Lucey;5;0;0;2.8;60.9;29.6;6.1;1.2
73150;La Plagne Tarentaise;8;13.1;4;0;86.9;9;96.1;36.2
73151;Porte-de-Savoie;5;19.5;11.8;0;15.7;70.8;22.3;33.4
73152;Marcieux;2;N/A - résultat non disponible;6.4;0;53.6;40;4.4;4.5
73153;Marthod;6;-16.9;9.8;0;61;29.2;14.8;5.3
73154;Mercury;7;14.9;9;0;62.5;28.5;22.3;21.1
73155;Méry;12;46.8;13.4;0;35.2;51.4;9.1;28.3
73156;Meyrieux-Trouet;3;-0.3;0;0;50.4;49.6;11.1;3
73157;Modane;12;N/A - division par 0;3;0;96.4;0.5;71;32.6
73159;Les Mollettes;3;32.2;9.3;0;31.7;58.6;5.5;5.5
73160;Montagnole;3;-4.5;7.1;0;57;35.9;11.3;21.4
73161;Montagny;3;14.5;0;0;98;2;13.3;2.8
73162;Montailleur;6;-29.2;0.9;0;67;27.4;15.3;2.6
73164;Montcel;8;15.9;2.6;0;60;37.4;15.2;13.3
73166;Montendry;2;N/A - résultat non disponible;0;0;96.9;3.1;8.3;0
73168;Montgilbert;2;8.3;0;0;87.7;12.3;9.5;0.9
73170;Monthion;4;N/A - résultat non disponible;3.7;0;86.5;9.8;6.4;3.1
73171;Montmélian;6;N/A - résultat non disponible;35.9;0;44.7;17.8;5.7;3
73173;Montricher-Albanne;4;28.1;1.3;0;95.7;3;28;0.8
73175;Montsapey;2;-22.9;0;0;97.8;2.2;26.4;1.2
73176;Montvalezan;3;145.2;2.7;0;89;8.3;25.9;12
73177;Montvernier;2;116.7;0;0;78.6;21.4;6.7;1
73178;La Motte-en-Bauges;3;78.6;4.5;0;42.2;53.3;10;4.9
73179;La Motte-Servolex;14;8.8;21;0;40.2;38.9;29.9;56.6
73180;Motz;4;-10.4;6.3;0;54.1;29.3;9;6
73181;Moûtiers;7;28.1;30.3;0;54.3;15.4;3.2;2.6
73182;Mouxy;10;1014.3;15.3;0;47.7;37;6.3;13.8
73183;Myans;4;-9.9;22.3;0;0;77.7;3.6;11.4
73184;Nances;5;36.9;3;0;64.8;24.3;9.9;6.1
73186;Notre-Dame-de-Bellecombe;7;-5.6;1.7;0;80.2;18.2;21.4;6.1
73187;La Léchère;11;149.2;2.1;0;92.7;5.2;134.5;19.6
73188;Notre-Dame-des-Millières;7;18.8;7.1;0;72.3;20.6;10.3;6.2
73189;Notre-Dame-du-Cruet;2;-10.5;14.6;0;77.3;8.1;1.9;1.3
73190;Notre-Dame-du-Pré;4;22;2;0;90.6;7.4;18.2;1.1
73191;Novalaise;8;-44;6.3;0;25.5;65.4;16.3;20.7
73192;Le Noyer;4;-53.6;0;0;68;32;12.3;0.9
73193;Ontex;2;9.4;0;0;81.1;18.9;4.6;1.8
73194;Orelle;4;N/A - résultat non disponible;0.6;0;97.3;0;69.2;1.9
73196;Pallud;4;85.5;5.1;0;55.8;39.2;5.2;6.3
73197;Peisey-Nancroix;11;-14.4;0.7;0;93.7;5.6;70.6;5
73200;Planaise;4;-57.3;9.8;0;32.4;52.1;4.2;2.8
73201;Planay;9;-14.1;1.1;0;94.2;4.8;22.4;0.4
73202;Plancherine;3;0;3.7;0;74.4;21.8;6.9;4.4
73204;Le Pont-de-Beauvoisin;11;N/A - division par 0;66.1;0;0;33.9;1.8;8.4
73205;Le Pontet;2;-53.3;0;0;73.4;26.6;8.7;0.3
73206;Pralognan-la-Vanoise;7;29.2;0.6;0;99.4;0;88.6;9.6
73207;Presle;3;-0.8;0;0;84.5;15.5;11.6;1.7
73208;Pugny-Chatenod;6;0.5;18.3;0;34.5;47.2;5.4;11.2
73210;Puygros;4;-3;0;0;63.4;36.6;10.3;4.9
73211;Queige;8;4.9;0;0;85.9;14.1;32.6;4.9
73212;Val-d'Arc;7;-95.2;10.2;0;76.7;13.1;14.2;9.7
73213;La Ravoire;9;-58.5;65.1;0;1.1;33.8;6.8;18.3
73214;Rochefort;4;-10;0;0;26.6;73.4;5.6;5.8
73215;Valgelon-La Rochette;6;15.5;21.8;0;31.2;47.1;7.4;15.8
73216;Rognaix;3;16.8;3.8;0;89.3;6.9;9;2.8
73217;Rotherens;2;-71.4;4.1;0;52.7;43.2;1.7;6.8
73218;Ruffieux;5;-5.8;5.1;0;65.5;27.2;13.2;6.3
73219;Saint-Alban-de-Montbel;6;61.6;4.4;0;11;58.5;4.6;4.8
73220;Saint-Alban-d'Hurtières;2;-16.1;0.2;0;83.4;14.8;19.4;3.2
73221;Saint-Alban-des-Villards;2;N/A - résultat non disponible;0;0;98.1;1.9;24;0.7
73222;Saint-Alban-Leysse;8;-86.2;34.3;0;43;22.7;8.4;36.5
73223;Saint-André;3;-1.8;2.2;0;91.1;6.7;30.8;3.2
73224;Saint-Avre;2;47.8;39.2;0;51.3;9.5;3.6;6
73225;Saint-Baldoph;10;-3.7;23.9;0;42.2;33.9;6.2;12.9
73226;Saint-Béron;4;-36.5;6.9;0;18.9;74.2;8.7;13.3
73227;Courchevel;7;-32.3;3.1;0;93.8;3.1;68.9;31.4
73228;Saint-Cassin;5;6.8;0;0;77.4;22.6;14.8;10.6
73229;Saint-Christophe;4;-42.6;7;0;57.3;35.7;11;2.5
73230;Saint-Colomban-des-Villards;3;-43.9;0;0;98.4;1.3;81.1;0.8
73231;Saint-Étienne-de-Cuines;4;-1.1;6.2;0;89.2;4.6;20.5;5.6
73232;Sainte-Foy-Tarentaise;9;16.2;0;0;96.6;3.4;100.2;8.2
73233;Saint-Franc;5;28.4;0;0;39.3;60.7;7.2;0.3
73234;Saint-François-de-Sales;2;2;0;0;90.7;9.3;14.4;0.3
73235;Saint François Longchamp;5;-14.6;0.8;0;91;8.2;60.7;7.8
73236;Saint-Genix-les-Villages;8;-26.6;8.3;0;33.7;57.8;25.4;26.5
73237;Saint-Georges-d'Hurtières;5;N/A - résultat non disponible;0;0;84.5;15.5;11.8;3.9
73240;Sainte-Hélène-du-Lac;3;-4.8;9.8;0;6.1;79.5;7.1;54.1
73241;Sainte-Hélène-sur-Isère;5;63.1;9;0;48.9;38.7;14.4;17.6
73242;Saint-Jean-d'Arves;5;40.3;0.9;0;94.8;4.3;75.6;6.7
73243;Saint-Jean-d'Arvey;6;-79.4;6.8;0;77.1;16.1;13;11.1
73245;Saint-Jean-de-Chevelu;4;19.5;2.9;5.5;58.7;32.9;12.7;4.5
73246;Saint-Jean-de-Couz;3;-64.5;0;0;88.7;11.3;7.7;1.8
73247;Saint-Jean-de-la-Porte;3;-7.9;2.3;0;55.4;41.2;16;6.5
73248;Saint-Jean-de-Maurienne;9;381.2;40.9;0;45.4;13.7;11.5;18.7
73249;Saint-Jeoire-Prieuré;4;-12.4;19.6;0;22.4;58;5.3;14.7
73250;Saint-Julien-Mont-Denis;9;30.8;8.2;0;88.6;2.6;33;16.4
73252;Saint-Léger;2;116.7;4.8;0;84.9;10.3;11.1;2.2
73253;Saint-Marcel;3;5.6;12.6;0;81.8;5.5;8.8;2.5
73254;Sainte-Marie-d'Alvey;2;14.8;0;0;26.9;73.1;2.6;0.6
73255;Sainte-Marie-de-Cuines;3;-1.2;9.9;0;84.9;5.2;14.9;5.7
73256;Saint-Martin-d'Arc;3;N/A - résultat non disponible;13.2;0;86.8;0;4.9;2.1
73257;Les Belleville;13;67.8;1.1;0;95.9;3;226.8;18.9
73258;Saint-Martin-de-la-Porte;8;N/A - résultat non disponible;8.2;0;87;4.4;19.2;14
73259;Saint-Martin-sur-la-Chambre;4;-21.7;9.8;0;61.2;29;4.7;1.7
73261;Saint-Michel-de-Maurienne;11;132.9;5.5;0;90.8;3.7;36.3;8
73262;Saint-Nicolas-la-Chapelle;8;-24.4;2.1;0;88.6;9.3;23.6;11.3
73263;Saint-Offenge;4;-32.9;0;0;53.3;46.7;15.6;10
73265;Saint-Ours;3;-5;0;0;10.9;89.1;4.6;9.6
73267;Saint-Pancrace;2;25;8.1;0;77.9;14;5.6;3.5
73268;Saint-Paul-sur-Isère;6;237.5;3.1;0;94.1;2.8;20.9;1.4
73269;Saint-Paul-sur-Yenne;3;9.1;0;0;39.3;60.7;13.2;7.3
73270;Saint-Pierre-d'Albigny;5;2.7;10.3;0;49.6;38.8;18.5;17.6
73271;Saint-Pierre-d'Alvey;3;5.9;0;0;49.9;50.1;7.7;4.6
73272;Saint-Pierre-de-Belleville;2;N/A - division par 0;6.8;0;83.8;9.4;7.5;2.3
73273;Saint-Pierre-de-Curtille;2;-10;3.3;1.1;42;13.6;9.8;3
73274;Saint-Pierre-d'Entremont;5;-26.8;1.4;0;78.7;19.9;18.4;3.5
73275;Saint-Pierre-de-Genebroz;3;51.5;0;0;34.8;65.2;6.1;3.6
73276;Saint-Pierre-de-Soucy;2;10.4;0;0;52.4;47.5;9.1;3.3
73277;Sainte-Reine;3;26.3;0;0;76.6;23.4;14.6;1.4
73278;Saint-Rémy-de-Maurienne;7;578.9;3.5;0;91.8;4.7;44.3;8.6
73280;Saint-Sorlin-d'Arves;6;94.6;0.9;0;97.7;1.3;39;4.7
73281;Saint-Sulpice;4;-14.3;0;0;62.4;37.6;8.8;6.4
73282;Saint-Thibaud-de-Couz;5;8.5;1.1;0;81.2;17.7;24.2;5
73283;Saint-Vital;8;-21.5;17.9;0;21.6;52;3.6;3.8
73284;Salins-Fontaine;4;-45.5;6;0;75.3;18.6;8.6;2.6
73285;Séez;3;10.7;2.8;0;88.7;8.5;42.5;8.2
73286;Serrières-en-Chautagne;5;-11.5;4.8;0;62.2;25.2;16;4.7
73288;Sonnaz;7;21.2;21.5;0;7.7;70.8;6.8;17.8
73289;La Table;2;287.5;0;0;74.4;25.6;14.8;2
73290;Val-Cenis;24;-13.8;0.4;0;95.5;2.7;408;21.2
73292;Thénésol;4;8.1;0.4;0;60.9;38.8;5.5;1.8
73293;Thoiry;3;3.7;1.7;0;68.7;29.6;17.8;1.6
73294;La Thuile;5;11.3;0;0;76.3;23.7;18.3;1.9
73296;Tignes;11;7.2;2;0;94.5;0;81.6;17
73297;Tournon;5;-0.7;14.9;0;17.2;58.2;4.9;9.5
73298;Tours-en-Savoie;5;33;6.9;0;89.6;3.5;15.4;6.7
73299;Traize;3;5;0;0;53.7;46.3;9.5;4.8
73300;Tresserve;11;N/A - résultat non disponible;26.2;0;9.7;0.3;2.8;9.5
73301;Trévignin;5;47.1;6.8;0;34.8;58.4;6.9;8.7
73302;La Trinité;3;35.7;0;0;35.6;64.4;4.9;2.5
73303;Ugine;13;-17.1;6.4;0;77.4;16.2;57.4;18.4
73304;Val-d'Isère;16;10.7;1;0;99;0;94.4;6
73306;Valloire;10;60.6;2.4;0;96.7;0.9;137.5;12.7
73307;Valmeinier;2;473.7;1.3;0;97.6;1.1;54.3;4
73308;Venthon;4;-94.5;24.3;0;72.2;3.5;2.5;3.8
73309;Verel-de-Montbel;5;110.4;0;0;16.4;83.6;3.7;3.1
73310;Verel-Pragondran;3;14.2;7.8;0;69;23.2;6.5;4.9
73311;Le Verneil;2;-43.5;0;0;90;10;7.5;0.6
73312;Verrens-Arvey;10;-38.5;4.8;0;62.1;33.1;10.8;9.6
73313;Verthemex;4;11.9;0;0;68;32;9.3;2.7
73314;Villard-d'Héry;2;100;0.5;0;56.8;42.8;4.9;2.8
73315;Villard-Léger;7;-16.3;0;0;55.9;44.1;6.7;2.7
73316;Villard-Sallet;3;-38;0;0;26.3;73.7;3.1;3.5
73317;Villard-sur-Doron;6;6.9;1.6;0;74.5;24;22.2;22
73318;Villarembert;4;23.6;4.1;0;71.7;24.2;9.6;5.4
73320;Villargondran;4;130.8;22.5;0;77.5;0;6.1;12.3
73322;Villarodin-Bourget;7;335.1;3.2;0;95.7;1.1;33.1;3.5
73323;Villaroger;2;37;0;0;94.2;5.8;28.1;3.8
73324;Villaroux;3;-48;0;0;45.7;54.3;3.1;0.5
73326;Vimines;9;-27.4;0;0;45.1;54.9;14.2;18.8
73327;Vions;4;-80;6.6;0;59.9;27.9;5.7;1
73328;Viviers-du-Lac;9;-64;39.8;11.3;2.9;24.7;3.9;14.1
73329;Voglans;9;-5.8;48.5;0.9;5.3;45.3;4.6;10
73330;Yenne;11;1.9;6.2;3.8;28.6;58.1;23.4;16.4
74001;Abondance;14;29.7;1.6;0;85.9;12.5;58.8;16.4
74002;Alby-sur-Chéran;5;96.5;29.5;0;14.5;56;6.6;18.4
74003;Alex;10;-5.3;2.8;0;69.6;25.7;17;8.7
74004;Allèves;2;N/A - résultat non disponible;0;0;81.9;18.1;8.8;1.1
74005;Allinges;4;-9.5;21.9;3.4;30.4;44.2;15;41.5
74006;Allonzier-la-Caille;5;-8.9;10;0;33;57;9.6;20.6
74007;Amancy;3;23.8;18.7;0;13.6;67.8;8.6;23
74008;Ambilly;3;N/A - résultat non disponible;99.8;0;0;0.2;1.2;5.9
74009;Andilly;6;-2.5;15.1;0;13.1;71.8;6.1;8.1
74010;Annecy;19;-17.2;47.4;0;25.2;23.1;66.9;173.8
74012;Annemasse;9;-28.6;94.3;0;5.7;0;5;15.7
74013;Anthy-sur-Léman;5;-7.7;64.1;0;4.5;31.3;4.6;15
74014;Arâches-la-Frasse;9;96.4;7.2;0;86.8;6;37.7;22.8
74015;Arbusigny;3;-12.8;2.1;0;11;86.9;12.2;10.7
74016;Archamps;7;-5.5;16.8;0;42.3;40.9;10.7;18.6
74018;Arenthon;5;-6.1;6.6;9.3;10.9;65;11.5;16.3
74019;Argonay;6;81.8;48.2;0;29.6;22.2;5.2;24.2
74020;Armoy;2;13.5;24.6;0.7;59.9;14.8;5;14.1
74021;Arthaz-Pont-Notre-Dame;4;-16.7;16.7;0;30.7;52.6;6;12.5
74024;Ayse;5;40.4;17.7;0;52.9;29.4;10.5;20.7
74025;Ballaison;4;12.8;4.1;0;40.3;55.5;13.3;9.9
74026;La Balme-de-Sillingy;3;26.5;16.8;0;39.9;43.4;16.5;24.6
74027;La Balme-de-Thuy;4;-45;0;0;92.3;6.2;17.8;4.1
74029;Bassy;3;19.7;0;0;23.5;68.9;7.6;3.5
74030;La Baume;3;33.9;0;0;88.3;10.4;16.9;2
74031;Beaumont;3;15.6;14.3;0;43.2;42.5;9.7;12.5
74032;Bellevaux;8;68.7;2.5;0;85.2;11.8;49;13.9
74033;Bernex;2;26.4;6.9;0;76.5;16.6;22.3;12.2
74034;Le Biot;5;-12.5;4.3;0;85;10.7;13.2;5.8
74035;Bloye;5;-5.2;9.3;5.7;4.3;80.7;4.4;5.3
74036;Bluffy;5;N/A - résultat non disponible;10.7;0;68.7;20.5;3.7;4.7
74037;Boëge;6;37.7;4.6;0;64.2;31.1;16;11.4
74038;Bogève;6;-15.3;14.7;0;25.5;59.8;7;8.5
74040;Bonne;5;68.4;25.9;0;32;42.1;8.6;14.1
74041;Bonnevaux;5;N/A - résultat non disponible;3.7;0;78.6;17.7;7.8;2.2
74042;Bonneville;9;-43.7;21.1;0.4;50;27.3;27.1;40.4
74043;Bons-en-Chablais;4;-21.6;21;3;37.8;38.2;19.1;37.4
74044;Bossey;5;175;38.9;0;44.4;16.7;3.9;10
74045;Le Bouchet-Mont-Charvin;10;124.6;0;0;76.4;23.6;18.5;2.7
74046;Boussy;4;-0.6;2.3;0;10;87.8;5.2;9.5
74048;Brenthonne;2;-27.8;11;0;39.4;49.6;8.4;14.9
74049;Brizon;2;53.8;0;0;100;0;10.4;1
74050;Burdignin;6;13.1;3.1;0;61.7;35.2;9.9;7.8
74051;Cercier;4;-34.7;0;0;34.2;65.8;11.5;6.3
74052;Cernex;9;-22.5;4;0;23;73;12.7;10.3
74053;Cervens;4;79.4;10;0;54.5;35.5;6.4;5.6
74054;Chainaz-les-Frasses;3;-8.5;0;0;13;87;5.6;9.8
74055;Challonges;5;-37.6;3.5;0;34.9;58.6;7.9;5
74056;Chamonix-Mont-Blanc;25;-39.9;3.4;0;96.2;0.4;116.5;51.4
74057;Champanges;3;-48.5;23.2;0;27.2;49.7;3.7;15
74058;La Chapelle-d'Abondance;7;-15;3.6;0;87.1;9.3;37.9;11.3
74059;La Chapelle-Rambaud;3;11.8;0;0;20.7;79.3;4.3;0.8
74060;La Chapelle-Saint-Maurice;3;-3.9;0;0;67.4;32.6;6.5;0.5
74061;Chapeiry;3;3.8;6.7;0;11;82.3;5.8;11.6
74062;Charvonnex;13;-20.2;23.3;0;25;51.7;4.7;13.1
74063;Châtel;14;-2.1;6.5;0;89.6;3.9;32.2;19.9
74064;Châtillon-sur-Cluses;6;-41.1;4.8;0;55.3;39.7;9.2;6.7
74065;Chaumont;4;17.7;2;0;42.8;55.2;12.4;8.9
74066;Chavannaz;2;N/A - division par 0;0;0;35.4;64.6;3.2;4.8
74067;Chavanod;4;-36.2;18;0;23.6;58.4;13.4;39.1
74068;Chêne-en-Semine;4;2.8;8.1;0;40.8;51.1;9.5;11.6
74069;Chênex;2;-1.6;7.5;0;26.1;66.4;5.4;7.8
74070;Chens-sur-Léman;8;7.6;16.5;0;40.2;42.4;10.9;21.5
74071;Chessenaz;6;-45.5;0;0;29.3;70.7;5.2;3.1
74072;Chevaline;4;-39.6;0.3;0;94.6;5.1;14.2;1.8
74073;Chevenoz;7;-18.8;3.5;0;66.5;30.1;10.5;9.9
74074;Chevrier;2;4.1;4.7;0;44.2;49.8;5.3;6.6
74075;Chilly;5;-42.8;4;0;36.7;59.3;18.6;17.5
74076;Choisy;3;2.9;6.7;0;18.6;74.7;16.6;10.8
74077;Clarafond-Arcine;6;-6.1;2.8;0;46.8;47.7;16.9;10.7
74078;Clermont;4;-15.7;4;0;16.1;79.9;7;5.1
74079;Les Clefs;10;-21.9;0.1;0;75;24.9;18.5;3.9
74080;La Clusaz;8;14;5.2;0;90.6;4.3;40.6;14.9
74081;Cluses;10;-31.5;61.6;0;32.3;6.1;10.5;12
74082;Collonges-sous-Salève;4;11.4;35.5;0;54.4;10.1;6.1;14.6
74083;Combloux;4;46.6;14.3;0;49.9;35.8;17.3;40.7
74085;Les Contamines-Montjoie;9;101.7;2.6;0;96;1.4;43.5;8.9
74086;Contamine-Sarzin;4;-23.5;8.6;0;35.5;55.8;6.9;7.4
74087;Contamine-sur-Arve;6;-24.1;18.1;0.2;7.3;72.6;6.9;26.3
74088;Copponex;8;18.7;11.5;0;32.6;55.8;9.2;17.6
74089;Cordon;8;28.5;3.4;0;82.2;14.5;22.4;7.7
74090;Cornier;2;-34.8;13.7;0;15.6;70.7;6.8;7.3
74091;La Côte-d'Arbroz;5;223.6;1.9;0;92.5;5.7;12.2;1.9
74094;Cranves-Sales;6;1.5;30.4;1.9;27.9;39.8;13.6;50.3
74095;Crempigny-Bonneguête;4;-3.9;0;0;40;60;5.8;3.7
74096;Cruseilles;13;10.5;15.9;0;37.3;46.8;25.4;22.6
74097;Cusy;8;-16.8;5.2;1.4;47;46.5;17.4;12.8
74098;Cuvat;6;131.1;19.5;0;36.5;44;4.7;23
74099;Demi-Quartier;3;-2.1;17.3;0;60.6;22.2;8.9;10.8
74100;Desingy;9;-8;1.3;0;28.7;69.9;18.9;3.4
74101;Dingy-en-Vuache;4;-1.1;0;0;15.5;84.5;7.2;7.5
74102;Dingy-Saint-Clair;11;34.6;1.4;0;84.2;13.7;34.1;11
74103;Domancy;6;-10.8;12.1;0;20.8;67.2;7.4;19.2
74104;Doussard;8;47.5;12.9;3.8;54;19.1;20.1;22.8
74105;Douvaine;5;-13.5;25.7;0.2;24.1;50;10.5;24
74106;Draillant;1;10.3;2.8;0.5;57.9;38.8;10.4;7.2
74107;Droisy;4;-1.4;0;0;48;52;4.6;1.9
74108;Duingt;7;-57.1;10;0;40.3;21.3;4.4;7.3
74109;Éloise;5;-100;13.8;0;56.7;23.9;8.9;3.2
74111;Entrevernes;2;-25.3;3.2;0;82.5;14.3;8.3;0.9
74112;Epagny Metz-Tessy;11;-51.6;53;0;17;30;12.1;74.9
74114;Essert-Romand;8;-1.1;9.2;0;86.5;4.3;6.8;5.2
74116;Etaux;2;21.1;9.8;0;20.5;69.7;13.7;20.7
74117;Étercy;5;-30;13.8;0;34.1;52;4.6;7.1
74118;Étrembières;5;6.8;50.3;0;29.3;20.4;5.4;16.3
74119;Évian-les-Bains;5;N/A - résultat non disponible;84;0;9.3;5.4;4.3;20.2
74121;Excenevex;2;-23.5;15.4;0;39.1;45.5;6.7;11.9
74122;Faucigny;4;3.6;0;0;15.8;84.2;4.9;6.5
74123;Faverges-Seythenex;7;1.9;6;0.7;78.2;15.2;59.3;21.4
74124;Feigères;3;-16.2;16.8;0;9.3;73.9;7.7;12.7
74126;Fessy;2;10.1;6.6;0;60.9;32.5;8.5;12.8
74127;Féternes;6;3.6;5.3;0;39.4;55.3;14.3;14.8
74128;Fillinges;15;-42.3;24.3;0;39.7;36.1;11.7;27.2
74129;La Forclaz;4;64.7;0;0;99.8;0;4;0.9
74130;Franclens;4;N/A - résultat non disponible;9.6;0;57.1;29.4;5.4;6.2
74131;Frangy;5;4.7;13;0;26.8;60.2;9.7;20.4
74133;Gaillard;6;-21.4;61.9;0;12.7;25.4;4;5.5
74134;Les Gets;9;108.6;7.8;0;76.1;16.1;30;21.2
74135;Giez;5;61.7;6.6;4.1;79.3;9.9;12.7;3
74136;Le Grand-Bornand;16;9.1;4;0;87.6;8.4;61.4;21.7
74137;Groisy;15;4.4;8.5;0;26.8;64.7;21.4;30.6
74138;Gruffy;6;1.1;4.6;0;60.7;34.7;14.4;8.3
74139;Habère-Lullin;4;130.5;10;0;62.8;27.2;8.9;9.8
74140;Habère-Poche;6;0;7.5;0;54.5;38;12;11.9
74141;Hauteville-sur-Fier;6;-12.1;11.5;0;9.3;79.2;4.9;12.1
74142;Héry-sur-Alby;3;22.8;4.2;0;12.7;83.1;7.3;4.7
74143;Les Houches;8;-16.2;8.7;0;87.7;3.6;43.1;27.9
74144;Jonzier-Épagny;5;-10;7.5;0;8.5;84;7.2;8.4
74145;Juvigny;3;105.1;26.8;0;40.3;33;2.7;5
74146;Larringes;5;-11.1;9.3;0;18.5;72.2;8.1;9.7
74147;Lathuile;4;-10.8;10.6;0;59.2;30.2;8.8;9.8
74148;Leschaux;5;21.6;3.3;0;78.4;18.3;12.5;1.8
74150;Loisin;7;-3.3;15.9;5.6;38.7;39.8;7.9;16.1
74151;Lornay;3;-49.5;0;0;59.6;40.4;9.7;5.2
74152;Lovagny;5;-68.1;10.7;0;41.1;48.2;5.6;8.3
74153;Lucinges;11;9.8;13.5;0;49.8;36.7;7.7;10.2
74154;Lugrin;3;95.2;14.2;0.4;55.9;28.1;13.2;19.8
74155;Lullin;4;56.3;3.6;0;61;35.4;13.2;5.1
74156;Lully;2;53.1;5.3;0;41.2;53.6;4.9;6.7
74157;Lyaud;2;-13.3;10.6;2.1;53.8;33.5;9.2;11.4
74158;Machilly;2;9.1;19.5;2.1;37.5;40.9;5.8;3.2
74159;Magland;6;-37.5;8.2;0;82.9;8.9;40.3;15.1
74160;Manigod;19;9.4;2.2;0;78.2;19.6;44.1;18.5
74161;Marcellaz-Albanais;4;18;2.6;0;16.7;80.7;14.5;11.6
74162;Marcellaz;4;-6.6;15.5;0;20.2;64.3;4.2;8.9
74163;Margencel;6;4.9;19.6;0;39.7;40.6;7.4;17.6
74164;Marignier;10;1.1;18.6;0;62.3;19.1;20;20.2
74165;Marigny-Saint-Marcel;4;-13.9;4.7;8.3;7.5;79.6;7.3;6
74166;Marin;6;-7.2;22.9;0;17.2;59.9;5.6;13.6
74167;Val de Chaise;5;-41.7;7.5;0;76.3;16.2;18.7;8.1
74168;Marlioz;6;1.7;5.1;0;28.1;66.8;8.1;13.6
74169;Marnaz;8;-72.1;34;0;57.4;8.7;9;27.7
74170;Massingy;4;-3.1;2.6;0;30.4;67;12.3;5.9
74171;Massongy;6;-4.3;12.2;0;32.3;55.5;9.8;12.4
74172;Maxilly-sur-Léman;3;-100;38.8;0;36.3;24.3;4.1;10.8
74173;Megève;21;-13.5;13.9;0;72.2;13.9;44.1;33.6
74174;Mégevette;13;-5.7;0.8;0;85;14.2;21.7;4.3
74175;Meillerie;4;N/A - résultat non disponible;2.2;0;92.3;4.7;3.9;9.9
74176;Menthon-Saint-Bernard;14;12;25.1;0;32.9;12;4.5;6.6
74177;Menthonnex-en-Bornes;7;13.4;0;0;9.5;90.5;8.5;9.3
74178;Menthonnex-sous-Clermont;8;58.8;0;0;33.5;66.5;10.1;9.3
74179;Mésigny;4;26.8;0;0;24.7;75.3;6.7;11.5
74180;Messery;2;35.3;19.8;0;37.2;42.2;9.2;19.3
74183;Mieussy;9;15.9;3;0;71.5;25.4;44.5;16.2
74184;Minzier;6;11.6;2.9;0;17.1;80;8.8;16.7
74185;Monnetier-Mornex;4;-59.7;14.1;0;65.3;20.6;11.4;13.9
74186;Montagny-les-Lanches;3;5.1;8;0;5.3;86.7;4.4;8.8
74188;Montriond;5;6100;4.6;0;93.3;1.1;24.7;10.2
74189;Mont-Saxonnex;6;-11.4;4.8;0;85;10.2;26.3;6.9
74190;Morillon;7;11.1;4.3;0;82;13.7;14.5;9.7
74191;Morzine;10;-16.8;8.8;0;84.6;6.5;44.1;27.4
74192;Moye;5;-12.1;0;0;46.2;53.8;23.8;5.3
74193;La Muraz;4;23.5;0;0;50.8;49.2;14.4;7.5
74194;Mûres;4;146.9;5.7;0;12.8;81.5;5.2;5.4
74195;Musièges;3;0;19.7;0;48.9;31.4;3;5.1
74196;Nancy-sur-Cluses;4;281.4;0;0;86.3;13.7;14.2;1.3
74197;Nangy;3;-5.7;21.5;0;12.3;66.1;4.3;11.6
74198;Nâves-Parmelan;6;-36.1;9.4;0;51;39.6;5.4;4.4
74199;Nernier;2;N/A - résultat non disponible;34.5;0;20.5;43.4;1.8;6.4
74200;Neuvecelle;3;-50;64;0;30;5.4;4;20.9
74201;Neydens;7;14.5;28.8;0;4.2;67;7;16.6
74202;Nonglard;8;-8.7;12.4;0;31.8;55.8;4.1;5.5
74203;Novel;3;N/A - résultat non disponible;0;0;96.6;3.4;9.8;0.5
74205;Onnion;7;34;3.8;0;77.1;19.2;19;12.2
74206;Orcier;3;-14.9;3.9;3;43.1;49.9;9.4;9.6
74208;Passy;15;6.9;11.5;0;82.1;6.4;80;36
