#-----------------------------------------------------------------------------
# Date d'extraction : 11/02/2025 - 14h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;NORTXm_seas_JJA;NORTX30D_yr;NORRx1d_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
2649;42.8497;3.069;REF;27.43;24.5;81.28;44;181;
2709;42.6492;8.9133;REF;26.62;11.6;47.68;10;167;
2710;42.6431;9.0103;REF;26.44;10.3;48.18;10;177;
2711;42.637;9.1072;REF;25.87;7.7;47.37;11;180;
2712;42.6308;9.2042;REF;23.54;3.8;67.57;16;117;
2713;42.6245;9.3011;REF;25.93;8.9;59.63;8;165;
2714;42.6181;9.398;REF;25.25;9.3;77.55;7;121;
2715;42.6116;9.4948;REF;26.71;9;79.02;4;140;
2753;42.8797;-0.742;REF;15.27;0;95.16;0;21;
2754;42.8824;-0.6444;REF;16.61;0;91.44;0;22;
2755;42.8851;-0.5467;REF;17.47;0.1;87.11;0;21;
2756;42.8877;-0.4491;REF;15.71;0;90.06;0;16;
2757;42.8902;-0.3514;REF;13.85;0;85.4;0;19;
2758;42.8926;-0.2537;REF;14.96;0;68.68;0;28;
2759;42.895;-0.156;REF;15.38;0;68.64;0;36;
2760;42.8972;-0.0584;REF;18.06;0.2;67.09;0;51;
2761;42.8993;0.0393;REF;16.06;0;72.73;0;40;
2762;42.9014;0.137;REF;13.25;0;78.91;0;31;
2763;42.9034;0.2348;REF;14.5;0;71.13;0;26;
2764;42.9052;0.3325;REF;20.1;1.5;54.88;0;55;
2765;42.907;0.4302;REF;18.4;0.3;58.22;0;40;
2766;42.9087;0.5279;REF;19.5;0.8;57.12;0;49;
2767;42.9103;0.6257;REF;20.34;2.9;50.58;0;53;
2768;42.9118;0.7234;REF;21.14;3.3;55.67;0;34;
2769;42.9133;0.8211;REF;20.43;1.7;58.57;0;33;
2770;42.9146;0.9189;REF;21.41;3.2;62.9;0;27;
2771;42.9159;1.0166;REF;22.43;6.1;57.89;0;28;
2772;42.917;1.1144;REF;21.73;4.1;60.69;0;30;
2773;42.9181;1.2122;REF;22.73;7.1;57.82;0;27;
2774;42.9191;1.3099;REF;21.91;4.8;60.05;0;30;
2775;42.92;1.4077;REF;21.04;2.5;60.46;0;23;
2776;42.9208;1.5055;REF;19.88;1.4;59.2;0;38;
2777;42.9215;1.6032;REF;21.54;3.8;57.66;0;47;
2778;42.9221;1.701;REF;22.05;4.8;57.06;0;43;
2779;42.9227;1.7988;REF;21.72;3.5;54.04;1;58;
2780;42.9231;1.8966;REF;22.51;5.2;51.41;1;60;
2781;42.9235;1.9943;REF;23.16;7.1;54.21;1;92;
2782;42.9237;2.0921;REF;23.75;8.9;51.95;1;98;
2783;42.9239;2.1899;REF;25.1;15.2;51.41;2;123;
2784;42.924;2.2877;REF;24.88;13.7;53.2;2;120;
2785;42.924;2.3855;REF;23.38;7.8;60.77;1;90;
2786;42.9239;2.4833;REF;22.84;5.8;80.12;3;97;
2787;42.9237;2.581;REF;23.71;8.5;77.47;4;117;
2788;42.9235;2.6788;REF;24.43;11.6;74.88;6;130;
2789;42.9231;2.7766;REF;25.05;13;80.82;16;163;
2790;42.9227;2.8744;REF;24.75;11.6;83.74;16;140;
2791;42.9221;2.9722;REF;26.77;20.2;77.42;27;144;
2792;42.9215;3.0699;REF;27.49;25.7;77.89;31;168;
2853;42.7147;9.0185;REF;26.75;12.6;45.06;11;164;
2854;42.7086;9.1156;REF;26.13;8.4;45.91;10;193;
2855;42.7023;9.2127;REF;26.28;9.9;58.14;7;171;
2856;42.696;9.3097;REF;26.54;11.1;57.12;6;177;
2857;42.6896;9.4067;REF;25.3;9.5;78.79;6;123;
2893;42.9426;-1.039;REF;18.13;0.4;86.11;0;12;
2894;42.9457;-0.9413;REF;17.08;0.2;86.41;0;13;
2895;42.9486;-0.8436;REF;16.83;0.1;88.13;0;11;
2896;42.9515;-0.7458;REF;13.76;0;99.38;0;10;
2897;42.9543;-0.6481;REF;19.61;1.4;84.93;0;31;
2898;42.9569;-0.5503;REF;18.16;0.3;90.34;0;20;
2899;42.9595;-0.4525;REF;18.29;0.4;89.72;0;25;
2900;42.962;-0.3547;REF;16.54;0;95.68;0;23;
2901;42.9645;-0.2569;REF;18.02;0.1;69.63;0;49;
2902;42.9668;-0.1591;REF;19.58;1.1;64.5;0;58;
2903;42.969;-0.0613;REF;21;3.2;61.88;0;64;
2904;42.9712;0.0365;REF;16.34;0;72.21;0;35;
2905;42.9732;0.1343;REF;16.97;0;71.2;0;40;
2906;42.9752;0.2321;REF;19.51;1;62.78;0;45;
2907;42.9771;0.33;REF;18.84;0.8;63.39;0;18;
2908;42.9789;0.4278;REF;20.47;2.5;60.94;0;28;
2909;42.9806;0.5257;REF;21.13;4.1;57.72;0;33;
2910;42.9822;0.6235;REF;22.8;8.8;56.14;1;37;
2911;42.9837;0.7214;REF;21.29;5;49.25;0;50;
2912;42.9851;0.8192;REF;22.26;6.9;53.22;1;37;
2913;42.9865;0.9171;REF;22.53;7.6;52.45;1;41;
2914;42.9877;1.015;REF;21.65;5.2;53.94;0;33;
2915;42.9889;1.1129;REF;23.25;9.3;51.17;0;53;
2916;42.99;1.2108;REF;23.03;8.8;51.57;0;56;
2917;42.9909;1.3086;REF;22.58;7.7;56.07;0;47;
2918;42.9918;1.4065;REF;22.54;7.6;53.12;0;42;
2919;42.9927;1.5044;REF;22.75;6.9;53.88;0;55;
2920;42.9934;1.6023;REF;23.74;9.7;51.14;1;57;
2921;42.994;1.7002;REF;23.16;8.2;53.32;0;50;
2922;42.9945;1.7981;REF;23.54;8.4;48.29;1;80;
2923;42.995;1.896;REF;23.82;9;47.81;1;84;
2924;42.9953;1.9939;REF;24.57;12.2;50.25;2;114;
2925;42.9956;2.0918;REF;24.05;10;51.52;2;104;
2926;42.9958;2.1897;REF;24.96;14.4;51.56;3;120;
2927;42.9959;2.2876;REF;24.52;12.1;52.42;2;108;
2928;42.9959;2.3855;REF;23.02;6.6;59.55;0;99;
2929;42.9958;2.4834;REF;23.65;8.3;77.19;4;118;
2930;42.9956;2.5813;REF;24.58;12.2;74.02;7;128;
2931;42.9953;2.6792;REF;24.85;13.7;73.49;8;137;
2932;42.995;2.7771;REF;25.63;14.7;80.06;20;158;
2933;42.9945;2.875;REF;25.78;15.2;79.52;20;160;
2934;42.994;2.9729;REF;26.96;21.5;75.58;28;179;
2935;42.9934;3.0708;REF;27.49;25.7;75.58;31;168;
2999;42.7676;9.3183;REF;26.42;10.5;58.55;6;173;
3000;42.7612;9.4155;REF;23.49;4;85.88;8;95;
3032;43.0013;-1.4345;REF;19.17;1.1;80.15;0;12;
3033;43.0047;-1.3367;REF;19.01;0.9;81.67;0;10;
3034;43.0081;-1.2389;REF;18.67;0.6;83.79;0;12;
3035;43.0113;-1.1411;REF;18.74;0.7;83.73;0;14;
3036;43.0144;-1.0433;REF;17.62;0.3;87.97;0;13;
3037;43.0175;-0.9454;REF;19.88;1.9;79.34;0;16;
3038;43.0204;-0.8475;REF;19.93;1.8;80.56;0;15;
3039;43.0233;-0.7497;REF;18.73;0.7;86.19;0;14;
3040;43.0261;-0.6518;REF;21.27;3.7;79.61;0;32;
3041;43.0288;-0.5539;REF;19.81;1.5;87.98;0;27;
3042;43.0313;-0.456;REF;19.88;1.5;85.76;0;29;
3043;43.0339;-0.3581;REF;18.38;0.4;92.75;0;26;
3044;43.0363;-0.2602;REF;18.55;0.7;69.18;0;17;
3045;43.0386;-0.1623;REF;19.95;1.5;62.48;0;43;
3046;43.0408;-0.0643;REF;21.21;4.1;60.3;0;28;
3047;43.043;0.0336;REF;20.39;2.6;63.87;0;24;
3048;43.0451;0.1316;REF;20.68;3.1;63.1;0;25;
3049;43.047;0.2295;REF;21.09;3.9;60.22;0;27;
3050;43.0489;0.3275;REF;21.83;5.7;56.35;0;36;
3051;43.0507;0.4254;REF;22.95;9.2;55.2;1;46;
3052;43.0524;0.5234;REF;23.54;11.1;52.83;1;48;
3053;43.054;0.6214;REF;23.39;11.8;42.56;1;71;
3054;43.0555;0.7194;REF;23.59;12.5;42.67;1;71;
3055;43.057;0.8174;REF;23.88;13.5;42.48;1;97;
3056;43.0583;0.9153;REF;24.16;14.6;41.7;1;96;
3057;43.0596;1.0133;REF;24.1;12.3;47.86;0;54;
3058;43.0607;1.1113;REF;23.59;10.6;50.57;0;59;
3059;43.0618;1.2093;REF;23.22;9.3;50.46;0;53;
3060;43.0628;1.3074;REF;23.39;9.8;51.08;0;47;
3061;43.0637;1.4054;REF;23.76;11.3;48.73;0;54;
3062;43.0645;1.5034;REF;23.68;10.6;43.96;1;88;
3063;43.0652;1.6014;REF;24.13;12.4;43.24;1;98;
3064;43.0659;1.6994;REF;24.4;13.6;43.22;1;106;
3065;43.0664;1.7974;REF;24.59;12.7;46.83;2;98;
3066;43.0668;1.8955;REF;24.58;12.5;47.36;2;97;
3067;43.0672;1.9935;REF;23.75;8.5;46.83;3;120;
3068;43.0675;2.0915;REF;24.33;10.9;46.28;4;107;
3069;43.0677;2.1895;REF;25.53;16.4;46.54;7;58;
3070;43.0677;2.2876;REF;25.2;14.9;49.25;5;128;
3071;43.0677;2.3856;REF;23.65;8.1;51.23;3;114;
3072;43.0677;2.4836;REF;23.98;9.6;73.16;10;129;
3073;43.0675;2.5816;REF;25.58;16.4;69.71;17;163;
3074;43.0672;2.6797;REF;25.91;17.6;70;20;124;
3075;43.0669;2.7777;REF;25.73;15;77.79;18;172;
3076;43.0664;2.8757;REF;26.33;17.7;78.79;22;185;
3077;43.0659;2.9737;REF;27.34;24.4;76.36;29;158;
3078;43.0652;3.0718;REF;27.5;25.7;72.31;31;146;
3109;43.0014;6.1077;REF;26.61;11.8;62.21;26;179;
3110;42.9979;6.2055;REF;26.61;11.8;63.06;26;179;
3112;42.9906;6.4011;REF;27.68;24.7;67.84;21;183;
3142;42.8392;9.327;REF;25.78;8.7;61.71;7;153;
3143;42.8327;9.4242;REF;23.9;4.8;83.72;7;105;
3175;43.0731;-1.4392;REF;20.91;3.6;72.77;0;26;
3176;43.0765;-1.3413;REF;20.4;2.6;75.55;0;16;
3177;43.0799;-1.2434;REF;20.18;2.1;78.52;0;17;
3178;43.0831;-1.1454;REF;21.13;4;73.63;0;25;
3179;43.0862;-1.0475;REF;19.31;1.1;80.4;0;15;
3180;43.0893;-0.9495;REF;21.14;4;73.63;0;19;
3181;43.0922;-0.8515;REF;22.22;7;64.7;0;27;
3182;43.0951;-0.7535;REF;21.85;6;68.14;0;24;
3183;43.0979;-0.6555;REF;22.07;6.1;58.18;0;21;
3184;43.1006;-0.5575;REF;22.29;5.6;79.93;0;37;
3185;43.1032;-0.4595;REF;21.25;4.7;64.54;0;21;
3186;43.1057;-0.3615;REF;21.74;5.5;63.38;0;28;
3187;43.1081;-0.2634;REF;22.34;6.8;59.01;0;28;
3188;43.1104;-0.1654;REF;21.95;5.9;58.6;0;20;
3189;43.1127;-0.0673;REF;22.57;7.1;54.67;0;34;
3190;43.1148;0.0307;REF;22.65;7.4;54.56;0;42;
3191;43.1169;0.1288;REF;22.48;7;56.86;1;40;
3192;43.1189;0.2269;REF;22.95;8.1;54.69;1;51;
3193;43.1208;0.325;REF;22.3;7.1;50.4;0;66;
3194;43.1226;0.4231;REF;22.08;6.6;48.22;0;61;
3195;43.1243;0.5211;REF;22.48;7.5;48.21;0;74;
3196;43.1259;0.6192;REF;23.06;9;45.65;0;60;
3197;43.1274;0.7173;REF;24.08;14.1;39.85;1;71;
3198;43.1288;0.8155;REF;24.31;15.1;42.13;1;75;
3199;43.1302;0.9136;REF;24.58;16.5;41.52;1;72;
3200;43.1314;1.0117;REF;24.33;15.4;41.63;1;90;
3201;43.1326;1.1098;REF;24.09;12.5;46.57;0;49;
3202;43.1337;1.2079;REF;24.15;14.6;40.19;1;78;
3203;43.1347;1.3061;REF;24.83;15.7;42.09;2;104;
3204;43.1356;1.4042;REF;24.79;15.4;41.9;2;101;
3205;43.1364;1.5023;REF;24.54;14.2;42.02;1;96;
3206;43.1371;1.6005;REF;24.92;16.1;43;2;106;
3207;43.1377;1.6986;REF;25.12;17.2;42.45;2;102;
3208;43.1383;1.7968;REF;24.4;11.2;43.97;5;126;
3209;43.1387;1.8949;REF;24.22;10.5;45.09;5;124;
3210;43.1391;1.9931;REF;24.38;11.2;45.48;5;116;
3211;43.1393;2.0912;REF;25.25;14.9;44.36;6;110;
3212;43.1395;2.1894;REF;25.11;14.5;47.25;6;107;
3213;43.1396;2.2875;REF;25.76;17.4;48.48;7;109;
3214;43.1396;2.3857;REF;25.07;14.3;49.45;4;109;
3215;43.1395;2.4838;REF;24.8;13.4;49.83;4;105;
3216;43.1394;2.5819;REF;25.37;15.7;69.39;16;141;
3217;43.1391;2.6801;REF;26.54;21.1;68.06;25;134;
3218;43.1387;2.7782;REF;26.8;22.9;66.76;28;115;
3219;43.1383;2.8764;REF;26.64;19.5;74.75;24;164;
3220;43.1377;2.9745;REF;27.04;22;75.19;27;172;
3221;43.1371;3.0727;REF;27.12;22.6;73.19;29;173;
3222;43.1364;3.1708;REF;27.48;25.7;72.35;31;187;
3249;43.0831;5.8186;REF;27.33;20.2;58.82;30;207;
3250;43.0799;5.9165;REF;27.61;23.2;60.66;30;175;
3251;43.0766;6.0145;REF;26.56;11.2;63.83;24;179;
3252;43.0732;6.1124;REF;26.54;11.1;62.46;26;169;
3254;43.0661;6.3082;REF;26.61;11.8;64.27;26;169;
3256;43.0587;6.504;REF;27.68;24.7;67.8;21;181;
3285;42.9107;9.3357;REF;26.29;12.3;72.88;5;146;
3286;42.9043;9.433;REF;25.99;11;74.56;5;137;
3318;43.1449;-1.444;REF;21.36;4.6;73.53;0;23;
3319;43.1483;-1.3459;REF;21.95;6.2;70.39;0;26;
3320;43.1517;-1.2479;REF;23.36;10.1;66.08;0;51;
3321;43.1549;-1.1498;REF;22.18;6.9;63.94;0;23;
3322;43.158;-1.0517;REF;21.39;4.7;72.76;0;17;
3323;43.1611;-0.9536;REF;22.21;7;62.7;0;30;
3324;43.164;-0.8555;REF;22.39;7.5;63.36;0;30;
3325;43.1669;-0.7574;REF;22.54;7.9;63.42;0;27;
3326;43.1697;-0.6593;REF;23.67;11.3;54.66;0;36;
3327;43.1724;-0.5611;REF;23.6;11.1;54.79;0;32;
3328;43.175;-0.463;REF;23.25;9.5;55.17;0;38;
3329;43.1775;-0.3648;REF;23.22;9.5;54.51;0;45;
3330;43.1799;-0.2667;REF;23.64;11.3;53.36;0;30;
3331;43.1823;-0.1685;REF;23.01;9;56.16;0;24;
3332;43.1845;-0.0703;REF;22.06;6.3;53.3;0;47;
3333;43.1867;0.0279;REF;23.52;9.6;52.87;1;38;
3334;43.1888;0.126;REF;23.32;9;53.09;0;50;
3335;43.1907;0.2242;REF;23.75;10.8;46.3;1;74;
3336;43.1926;0.3224;REF;22.99;8.8;46.89;0;76;
3337;43.1944;0.4207;REF;22.98;8.8;46.44;0;65;
3338;43.1961;0.5189;REF;22.98;8.9;46.43;0;65;
3339;43.1977;0.6171;REF;23.19;9.5;43.57;0;67;
3340;43.1993;0.7153;REF;24.22;14.9;39.19;1;60;
3341;43.2007;0.8136;REF;24.4;15.6;39.63;1;84;
3342;43.2021;0.9118;REF;24.31;15.2;39.36;1;79;
3343;43.2033;1.01;REF;24.89;18;38.89;1;94;
3344;43.2045;1.1083;REF;24.68;14.6;38.76;2;119;
3345;43.2056;1.2065;REF;24.67;14.8;39.08;2;116;
3346;43.2065;1.3048;REF;24.38;13.5;40.1;2;120;
3347;43.2074;1.403;REF;25.2;17.6;41.63;2;123;
3348;43.2083;1.5013;REF;24.94;16.2;41.62;2;102;
3349;43.209;1.5996;REF;25.26;18;42.59;2;113;
3350;43.2096;1.6978;REF;25.4;18.5;41.79;2;105;
3351;43.2101;1.7961;REF;24.91;13.7;43.4;6;113;
3352;43.2106;1.8944;REF;24.65;12.5;43.8;6;124;
3353;43.211;1.9926;REF;25.06;14.1;43.84;6;120;
3354;43.2112;2.0909;REF;25.88;18.1;44.78;9;139;
3355;43.2114;2.1892;REF;25.83;17.8;44.74;8;112;
3356;43.2115;2.2874;REF;26.24;20.3;44.67;10;108;
3357;43.2115;2.3857;REF;26.31;20.9;44.56;10;121;
3358;43.2114;2.484;REF;26.53;22.5;47.11;11;84;
3359;43.2112;2.5823;REF;27.05;24.6;63.56;30;150;
3360;43.211;2.6805;REF;26.91;23.7;65.36;28;153;
3361;43.2106;2.7788;REF;27.25;26.1;65.63;32;154;
3362;43.2102;2.8771;REF;27.26;26.3;67.05;34;135;
3363;43.2096;2.9753;REF;27.29;24.1;73.09;28;168;
3364;43.209;3.0736;REF;27.23;23.4;72.93;29;159;
3365;43.2083;3.1719;REF;27.13;22.6;73.19;28;187;
3366;43.2075;3.2701;REF;27.47;24.6;77.56;29;208;
3388;43.167;5.4305;REF;26.9;16.3;52.18;24;198;
3389;43.1641;5.5286;REF;26.78;15.6;55.38;25;198;
3390;43.1611;5.6268;REF;26.83;15.9;55.25;24;178;
3391;43.1581;5.7248;REF;27.18;18.4;59.19;29;168;
3392;43.1549;5.8229;REF;26.27;10.6;61.54;28;166;
3393;43.1517;5.921;REF;27.59;26.1;69.58;24;153;
3394;43.1484;6.0191;REF;27.99;31.3;74.1;27;137;
3395;43.145;6.1171;REF;28.45;36.6;71.27;30;148;
3396;43.1415;6.2152;REF;26.32;9.8;64.11;25;165;
3397;43.1379;6.3132;REF;27.3;21.1;69.59;20;172;
3398;43.1342;6.4112;REF;27.44;22.2;68.96;21;179;
3399;43.1304;6.5092;REF;27.69;24.8;67.78;21;174;
3400;43.1266;6.6072;REF;27.7;24.8;71.91;21;166;
3428;42.9823;9.3444;REF;26.62;13.9;71;5;159;
3429;42.9759;9.4419;REF;26.7;14.3;70.59;5;168;
3462;43.2201;-1.3505;REF;22.45;7.5;69.59;0;34;
3463;43.2235;-1.2523;REF;23.46;10.4;63.94;0;45;
3464;43.2267;-1.1541;REF;22.82;8.5;61.09;0;38;
3465;43.2298;-1.0559;REF;23.19;9.3;59.89;0;46;
3466;43.2329;-0.9577;REF;23.19;9.3;59.37;0;49;
3467;43.2359;-0.8595;REF;23.35;9.8;58.94;0;40;
3468;43.2387;-0.7613;REF;23.29;9.7;58.08;0;40;
3469;43.2415;-0.663;REF;24.26;12.9;51.15;0;32;
3470;43.2442;-0.5647;REF;23.77;11.7;52.17;0;38;
3471;43.2468;-0.4665;REF;23.92;11.9;51.33;0;42;
3472;43.2494;-0.3682;REF;23.86;11.8;53.29;0;32;
3473;43.2518;-0.2699;REF;23.94;12.1;52.73;0;32;
3474;43.2541;-0.1716;REF;23.23;9.7;52.77;0;26;
3475;43.2564;-0.0733;REF;22.34;7;48.93;0;45;
3476;43.2585;0.025;REF;23.42;9.6;45.09;0;62;
3477;43.2606;0.1233;REF;23.36;9.4;44.99;0;58;
3478;43.2626;0.2216;REF;24.27;12.7;42;0;71;
3479;43.2645;0.3199;REF;23.63;10.4;44.82;0;54;
3480;43.2663;0.4183;REF;23.76;10.8;43.59;0;65;
3481;43.268;0.5166;REF;23.66;10.4;43.51;0;66;
3482;43.2696;0.6149;REF;23.69;10.8;43;0;69;
3483;43.2711;0.7133;REF;23.86;11.9;39.24;1;72;
3484;43.2726;0.8116;REF;24.7;17.1;38.8;1;107;
3485;43.2739;0.91;REF;24.81;17.5;38.97;1;82;
3486;43.2752;1.0084;REF;24.91;18.1;38.86;1;93;
3487;43.2764;1.1067;REF;24.96;15.8;38.43;2;119;
3488;43.2774;1.2051;REF;25.08;16.3;38.54;2;118;
3489;43.2784;1.3035;REF;25.03;15.8;40.04;3;94;
3490;43.2793;1.4019;REF;24.91;15.4;40.19;3;100;
3491;43.2801;1.5003;REF;25.28;17;40.91;4;122;
3492;43.2809;1.5986;REF;25.32;17.3;40.87;4;127;
3493;43.2815;1.697;REF;25.02;15.8;40.24;4;95;
3494;43.282;1.7954;REF;25.13;14.4;42.07;7;118;
3495;43.2825;1.8938;REF;25.22;14.8;41.92;7;122;
3496;43.2828;1.9922;REF;26.02;19.2;40.95;10;139;
3497;43.2831;2.0906;REF;26.1;19.7;42.61;11;144;
3498;43.2833;2.189;REF;25.93;18.4;42.85;10;156;
3499;43.2834;2.2874;REF;25.76;17.4;44.56;8;113;
3500;43.2834;2.3858;REF;25.92;18.3;46;9;137;
3501;43.2833;2.4842;REF;26.05;19.3;47.8;9;100;
3502;43.2831;2.5826;REF;26.69;22.1;65.46;26;149;
3503;43.2828;2.681;REF;27.06;24.6;64.86;31;154;
3504;43.2825;2.7793;REF;27.35;27.9;71.94;14;118;
3505;43.282;2.8777;REF;27.22;25.9;66.24;33;136;
3506;43.2815;2.9761;REF;27.53;28.5;66.67;36;140;
3507;43.2809;3.0745;REF;27.3;23.3;79.2;27;154;
3508;43.2801;3.1729;REF;27.14;22;79.08;28;178;
3509;43.2793;3.2713;REF;27.36;23.9;77.82;30;186;
3510;43.2784;3.3697;REF;27.45;24.5;77.86;31;199;
3511;43.2774;3.468;REF;27.43;24.4;77.64;31;190;
3512;43.2764;3.5664;REF;26.94;17.4;71.42;31;171;
3530;43.2416;5.3362;REF;26.14;11.5;50.29;30;201;
3531;43.2388;5.4344;REF;25.98;10.9;54.94;22;167;
3532;43.2359;5.5326;REF;25.82;10.2;56.15;22;168;
3533;43.2329;5.6309;REF;26.95;22.8;59.36;21;158;
3534;43.2299;5.7291;REF;27.24;22.7;68.6;21;132;
3535;43.2267;5.8273;REF;26.19;13.6;73.84;18;121;
3536;43.2235;5.9255;REF;24.46;5.1;78.97;13;113;
3537;43.2202;6.0237;REF;27.43;26.1;76.75;25;132;
3538;43.2168;6.1218;REF;28.19;33.6;72.32;29;138;
3539;43.2133;6.22;REF;27.7;27.8;82.17;24;153;
3540;43.2097;6.3182;REF;27.04;22.6;85.56;24;145;
3541;43.206;6.4163;REF;27.45;25.8;84.2;25;148;
3542;43.2022;6.5144;REF;27.03;18.7;74.99;21;170;
3543;43.1983;6.6125;REF;27.42;22.1;73.22;21;166;
3544;43.1944;6.7106;REF;27.7;25;71.91;21;178;
3601;43.2777;-1.7482;REF;22.56;7.9;62.17;0;26;
3602;43.2814;-1.65;REF;22.87;8.6;61.35;0;33;
3603;43.285;-1.5517;REF;23.61;10.4;60.25;0;55;
3604;43.2885;-1.4534;REF;22.3;7.2;63.18;0;18;
3605;43.2919;-1.3551;REF;23.04;9.1;61.86;0;38;
3606;43.2953;-1.2568;REF;22.75;8.3;60.46;0;47;
3607;43.2985;-1.1585;REF;23.6;10.2;58.09;0;52;
3608;43.3017;-1.0602;REF;24.02;11.4;57.12;0;50;
3609;43.3047;-0.9618;REF;24;11.4;55.66;0;53;
3610;43.3077;-0.8635;REF;23.89;11.2;55.57;0;41;
3611;43.3106;-0.7651;REF;24.74;14.8;47.61;0;36;
3612;43.3134;-0.6668;REF;24.2;12.7;51.2;0;47;
3613;43.3161;-0.5684;REF;24.53;14.1;49.22;0;42;
3614;43.3187;-0.47;REF;24.53;14;49.22;0;34;
3615;43.3212;-0.3716;REF;24.33;13.2;50.28;0;45;
3616;43.3236;-0.2732;REF;23.78;11.7;51.33;0;27;
3617;43.326;-0.1748;REF;22.65;7.9;46.6;0;39;
3618;43.3282;-0.0764;REF;22.82;8.5;46.14;0;43;
3619;43.3304;0.0221;REF;23.65;10.1;44.69;0;66;
3620;43.3325;0.1205;REF;24.01;11.1;43.05;0;68;
3621;43.3344;0.219;REF;24.57;13.6;41.27;0;82;
3622;43.3363;0.3174;REF;24.05;11.9;42.28;0;57;
3623;43.3381;0.4159;REF;24.43;13.4;42.01;0;65;
3624;43.3398;0.5143;REF;24.23;12.7;42.15;0;66;
3625;43.3415;0.6128;REF;23.82;11.7;39.3;1;64;
3626;43.343;0.7113;REF;24.1;12.8;38.36;1;78;
3627;43.3444;0.8097;REF;24.64;14.2;36.78;1;119;
3628;43.3458;0.9082;REF;24.42;13.3;37.67;1;108;
3629;43.3471;1.0067;REF;24.39;13.3;36.5;1;101;
3630;43.3482;1.1052;REF;24.76;15;36.79;2;118;
3631;43.3493;1.2037;REF;25.31;17.2;36.74;2;130;
3632;43.3503;1.3022;REF;25.41;17.6;38.59;3;108;
3633;43.3512;1.4007;REF;25.25;16.9;38.73;4;113;
3634;43.352;1.4992;REF;25.42;17.7;40.69;4;111;
3635;43.3527;1.5977;REF;25.22;16.7;40.95;4;98;
3636;43.3534;1.6962;REF;25.36;17.4;40.19;4;100;
3637;43.3539;1.7947;REF;25.27;16.7;39.47;4;105;
3638;43.3544;1.8932;REF;25.81;17.6;40.72;10;134;
3639;43.3547;1.9918;REF;25.6;16.7;41.97;9;139;
3640;43.355;2.0903;REF;24.5;11;55.07;6;94;
3641;43.3552;2.1888;REF;23.55;7.3;55.59;4;82;
3642;43.3553;2.2873;REF;23.29;6.7;56.83;3;75;
3643;43.3553;2.3858;REF;23.56;7.5;59;3;68;
3644;43.3552;2.4844;REF;23.34;6.9;59.72;3;58;
3645;43.355;2.5829;REF;24.93;13.9;76.94;8;111;
3646;43.3547;2.6814;REF;25.52;17.4;79.09;9;124;
3647;43.3544;2.7799;REF;26.23;20.4;79.36;11;110;
3648;43.3539;2.8784;REF;26.2;19.2;70.74;24;126;
3649;43.3534;2.9769;REF;27.29;27.3;73.53;17;71;
3650;43.3527;3.0754;REF;27.65;30.1;72.09;18;95;
3651;43.352;3.1739;REF;26.99;21;79.44;27;154;
3652;43.3512;3.2725;REF;26.97;20.6;80.45;28;172;
3653;43.3503;3.371;REF;27.18;22;78.5;29;169;
3654;43.3493;3.4695;REF;26.85;16.7;71.65;30;145;
3655;43.3482;3.5679;REF;26.94;17.4;71.42;31;176;
3656;43.3471;3.6664;REF;26.94;17.3;71.42;31;108;
3665;43.3325;4.5526;REF;27.71;25.5;56.75;47;211;
3666;43.3304;4.6511;REF;27.71;25.6;56.74;47;211;
3667;43.3283;4.7495;REF;27.71;25.6;56.74;47;211;
3668;43.326;4.8479;REF;28.02;29.5;57.57;58;274;
3670;43.3212;5.0447;REF;28.05;30.7;50.71;58;216;
3671;43.3187;5.1431;REF;28.01;30.3;49.73;58;239;
3672;43.3161;5.2415;REF;28.01;30.3;49.7;58;224;
3673;43.3134;5.3399;REF;26.18;11.9;50.41;32;194;
3674;43.3106;5.4383;REF;27.38;23.7;49.74;48;225;
3675;43.3077;5.5366;REF;27.25;25;55.67;21;166;
3676;43.3048;5.635;REF;26.38;18.4;59.6;17;142;
3677;43.3017;5.7333;REF;24.61;5.6;73.52;12;106;
3678;43.2985;5.8317;REF;24.51;5.3;79.88;13;120;
3679;43.2953;5.93;REF;24.93;6.9;77.82;14;109;
3680;43.292;6.0283;REF;26.06;12.8;74.48;18;118;
3681;43.2886;6.1266;REF;27.25;24.7;76.65;25;114;
3682;43.285;6.2249;REF;27.4;25.9;77.04;26;135;
3683;43.2814;6.3231;REF;26.34;16;86.46;21;125;
3684;43.2778;6.4214;REF;26.61;18.6;85.38;22;140;
3685;43.274;6.5196;REF;27.2;20.1;69.05;21;160;
