#-----------------------------------------------------------------------------
# Date d'extraction : 11/02/2025 - 14h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;NORTXm_seas_JJA;NORTX30D_yr;NORRx1d_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
13658;48.3904;2.9305;REF;23.55;9.1;32.42;2;109;
13659;48.3898;3.0385;REF;23.82;10.2;30.54;2;134;
13660;48.3891;3.1464;REF;23.74;9.8;31.37;2;123;
13661;48.3883;3.2544;REF;23.51;9.2;31.6;2;116;
13662;48.3875;3.3624;REF;23.3;8.6;31.74;2;96;
13663;48.3865;3.4704;REF;23.03;7.5;32.63;2;81;
13664;48.3854;3.5783;REF;23.03;7.5;33.37;2;72;
13665;48.3842;3.6863;REF;23;7.5;33.3;2;96;
13666;48.3829;3.7943;REF;22.89;7.1;32.66;2;88;
13667;48.3815;3.9022;REF;23.06;7.6;32.51;2;86;
13668;48.38;4.0102;REF;23.23;8.2;31.87;2;100;
13669;48.3785;4.1181;REF;22.72;6.6;33.11;2;92;
13670;48.3768;4.226;REF;22.78;6.8;33.05;2;98;
13671;48.375;4.334;REF;23.09;7.7;32.5;2;94;
13672;48.3731;4.4419;REF;23.46;8.9;33.6;1;110;
13673;48.3712;4.5498;REF;23.41;8.7;33.23;1;80;
13674;48.3691;4.6577;REF;23.19;8.1;33.41;1;93;
13675;48.3669;4.7656;REF;22.85;7.2;35.05;1;75;
13676;48.3646;4.8735;REF;22.87;6.9;36.73;0;56;
13677;48.3623;4.9814;REF;22.28;5.4;37.94;0;43;
13678;48.3598;5.0892;REF;22.17;5.2;38.05;0;40;
13679;48.3572;5.1971;REF;22.52;5.9;37.99;0;44;
13680;48.3546;5.3049;REF;21.57;3.8;38.15;0;34;
13681;48.3518;5.4128;REF;21.37;2.8;36.57;0;44;
13682;48.3489;5.5206;REF;21.39;2.8;35.63;0;41;
13683;48.346;5.6284;REF;22;3.6;34.38;0;48;
13684;48.3429;5.7362;REF;21.66;3;34.69;0;41;
13685;48.3398;5.844;REF;21.84;3.2;35.23;0;70;
13686;48.3365;5.9517;REF;21.95;3.5;35.04;0;74;
13687;48.3331;6.0595;REF;22.26;4.2;34.52;0;70;
13688;48.3297;6.1672;REF;22.34;4.3;35.03;0;58;
13689;48.3261;6.275;REF;22.08;3.7;35.53;0;57;
13690;48.3225;6.3827;REF;22.37;4.8;39.16;0;33;
13691;48.3187;6.4904;REF;22.28;4.6;39.51;0;30;
13692;48.3149;6.5981;REF;22.53;5.3;39.21;0;35;
13693;48.3109;6.7057;REF;21.92;3.9;41.48;0;31;
13694;48.3069;6.8134;REF;21.37;3;50.86;0;15;
13695;48.3028;6.921;REF;21.76;3.6;50.05;0;17;
13696;48.2985;7.0286;REF;21.09;2.7;51.12;0;14;
13697;48.2942;7.1362;REF;20.08;1.6;53.15;0;10;
13698;48.2897;7.2438;REF;20.54;1.8;44.27;0;18;
13699;48.2852;7.3514;REF;21.87;3.5;33.9;0;53;
13700;48.2806;7.4589;REF;23.41;6.5;32.33;0;66;
13701;48.2758;7.5665;REF;23.51;6.9;31.52;0;106;
13702;48.271;7.674;REF;23.52;6.8;31.88;0;112;
13731;48.2583;-4.6204;REF;20.19;0.8;31.12;0;106;
13732;48.2646;-4.5131;REF;19.93;0.7;31.35;0;130;
13733;48.2709;-4.4058;REF;19.9;0.7;31.39;0;137;
13734;48.277;-4.2984;REF;19.72;0.6;31.78;0;118;
13735;48.283;-4.191;REF;20.66;1.5;36.59;0;102;
13736;48.2889;-4.0836;REF;20.61;2.3;40.48;0;79;
13737;48.2947;-3.9762;REF;20.55;2.2;40.14;0;86;
13738;48.3005;-3.8687;REF;20.15;2;40.2;0;76;
13739;48.3061;-3.7612;REF;20.41;2.1;39.74;0;84;
13740;48.3116;-3.6537;REF;20.52;2.2;39.49;0;80;
13741;48.317;-3.5462;REF;20.44;2.1;39.62;0;76;
13742;48.3224;-3.4387;REF;20.52;1.5;37.06;0;110;
13743;48.3276;-3.3311;REF;19.81;1.1;38.18;0;102;
13744;48.3327;-3.2235;REF;19.96;1.1;37.95;0;104;
13745;48.3378;-3.1159;REF;20.02;1.2;37.64;0;92;
13746;48.3427;-3.0083;REF;19.97;1.1;38.42;0;91;
13747;48.3475;-2.9006;REF;19.93;1.1;38.47;0;91;
13748;48.3523;-2.7929;REF;20.27;1.3;37.19;0;107;
13749;48.3569;-2.6852;REF;20.47;1.4;37.18;0;119;
13750;48.3615;-2.5775;REF;20.74;1.6;36.79;0;126;
13751;48.3659;-2.4698;REF;21.02;1.7;36.18;0;125;
13752;48.3703;-2.3621;REF;21.75;3.1;32.57;0;142;
13753;48.3745;-2.2543;REF;21.68;3.1;32.98;0;146;
13754;48.3787;-2.1465;REF;21.56;3;33.65;0;143;
13755;48.3827;-2.0387;REF;21.95;3.3;33.21;1;148;
13756;48.3867;-1.9309;REF;21.96;3.3;33.41;1;152;
13757;48.3905;-1.8231;REF;21.95;3.6;32.43;1;154;
13758;48.3943;-1.7152;REF;21.75;3.4;32.68;1;146;
13759;48.3979;-1.6074;REF;21.82;3.5;32.22;1;146;
13760;48.4015;-1.4995;REF;21.89;3.5;31.75;1;148;
13761;48.4049;-1.3916;REF;21.77;3.2;32.5;1;135;
13762;48.4083;-1.2837;REF;21.59;3;33.28;1;131;
13763;48.4116;-1.1758;REF;21.49;2.9;33.51;1;111;
13764;48.4147;-1.0678;REF;21.51;3.3;34.94;1;132;
13765;48.4178;-0.9599;REF;21.42;3.4;36.53;1;135;
13766;48.4208;-0.8519;REF;21.46;3.4;36.41;1;132;
13767;48.4236;-0.744;REF;21.54;3.4;34.92;1;132;
13768;48.4264;-0.636;REF;21.75;3.6;33.55;1;134;
13769;48.4291;-0.528;REF;21.81;4.1;33.69;1;133;
13770;48.4316;-0.42;REF;21.71;3.8;34.15;1;128;
13771;48.4341;-0.312;REF;21.74;3.8;35.02;1;129;
13772;48.4365;-0.2039;REF;21.37;3.5;35.97;1;112;
13773;48.4388;-0.0959;REF;21.58;3.7;34.42;1;114;
13774;48.4409;0.0121;REF;21.96;4.2;33.64;1;120;
13775;48.443;0.1202;REF;22.07;4.5;32.14;1;122;
13776;48.445;0.2282;REF;22.27;5.1;32.99;2;128;
13777;48.4469;0.3363;REF;22.29;5.1;32.95;2;135;
13778;48.4487;0.4444;REF;21.94;4.4;31.03;1;138;
13779;48.4503;0.5525;REF;22;4.5;31.55;1;134;
13780;48.4519;0.6606;REF;21.99;4.5;31.56;2;132;
13781;48.4534;0.7687;REF;21.93;4.4;31.39;1;130;
13782;48.4548;0.8768;REF;21.87;4.4;32.42;1;114;
13783;48.4561;0.9849;REF;22.03;5.1;32.55;2;131;
13784;48.4573;1.093;REF;22.25;5.4;31.42;2;120;
13785;48.4584;1.2011;REF;22.49;5.8;31.03;2;83;
13786;48.4594;1.3092;REF;22.49;5.9;28.98;2;95;
13787;48.4602;1.4173;REF;22.59;6.3;28.82;2;92;
13788;48.461;1.5255;REF;22.7;6.5;28.67;2;111;
13789;48.4617;1.6336;REF;22.68;6.5;27.94;2;90;
13790;48.4623;1.7417;REF;22.68;6.5;28.15;2;116;
13791;48.4628;1.8499;REF;22.5;5.7;30.8;2;96;
13792;48.4632;1.958;REF;22.74;7.4;29.78;2;93;
13793;48.4635;2.0662;REF;22.67;6.5;31.33;2;98;
13794;48.4637;2.1743;REF;22.94;7.2;30.95;3;126;
13795;48.4638;2.2824;REF;22.96;7.3;31.21;2;138;
13796;48.4638;2.3906;REF;22.99;7.3;31.36;2;136;
13797;48.4637;2.4987;REF;23.24;7.7;31.56;2;144;
13798;48.4635;2.6069;REF;23.18;7.6;31.77;2;120;
13799;48.4632;2.715;REF;23.54;9;33.53;2;120;
13800;48.4628;2.8231;REF;23.35;8.5;32.87;2;124;
13801;48.4623;2.9313;REF;23.15;8.2;32.57;2;120;
13802;48.4617;3.0394;REF;22.87;7.1;32.29;2;122;
13803;48.461;3.1475;REF;23.22;7.9;31.6;2;137;
13804;48.4603;3.2557;REF;23.79;10;30.95;2;146;
13805;48.4594;3.3638;REF;23.84;10.2;31.2;3;142;
13806;48.4584;3.4719;REF;23.3;8.2;32.58;2;119;
13807;48.4573;3.58;REF;23;7.4;33.57;1;105;
13808;48.4561;3.6882;REF;23.31;8.4;32.78;2;110;
13809;48.4548;3.7963;REF;23.3;8.4;32.24;2;110;
13810;48.4534;3.9044;REF;23.43;8.8;32.11;2;111;
13811;48.452;4.0125;REF;23.02;7.6;32.32;2;88;
13812;48.4504;4.1205;REF;23.02;7.5;32.81;2;110;
13813;48.4487;4.2286;REF;22.75;6.6;33.08;2;100;
13814;48.4469;4.3367;REF;23.17;8;33.46;2;108;
13815;48.445;4.4448;REF;23.14;7.8;32.21;2;100;
13816;48.4431;4.5528;REF;23.55;9.1;33.15;1;99;
13817;48.441;4.6609;REF;23.41;9;35.02;1;93;
13818;48.4388;4.7689;REF;23.28;8.5;34.78;1;93;
13819;48.4365;4.877;REF;22.88;7.3;35.81;1;79;
13820;48.4342;4.985;REF;22.91;7.1;37.22;0;58;
13821;48.4317;5.093;REF;22.33;5.6;37.76;0;47;
13822;48.4291;5.201;REF;22.42;5.8;37.51;0;48;
13823;48.4264;5.309;REF;21.79;4.2;37.72;0;40;
13824;48.4237;5.417;REF;20.92;3;40.91;0;31;
13825;48.4208;5.525;REF;21.46;2.9;35.96;0;44;
13826;48.4178;5.6329;REF;21.86;3.3;34.87;1;52;
13827;48.4148;5.7409;REF;22.15;3.9;34.44;1;47;
13828;48.4116;5.8488;REF;21.56;3.6;34.58;1;69;
13829;48.4084;5.9567;REF;21.17;2.9;34.97;1;61;
13830;48.405;6.0646;REF;21.92;4.3;34.37;2;92;
13831;48.4015;6.1725;REF;22.28;5.3;33.75;1;59;
13832;48.398;6.2804;REF;22.47;4.7;34.74;1;48;
13833;48.3943;6.3882;REF;22.42;4.9;38.59;0;32;
13834;48.3906;6.4961;REF;22.44;4.9;39.33;0;37;
13835;48.3867;6.6039;REF;22.8;6;39.52;0;39;
13836;48.3828;6.7117;REF;22.22;4.4;41.17;0;33;
13837;48.3787;6.8195;REF;22.16;4.4;50.14;0;22;
13838;48.3746;6.9273;REF;21.79;3.6;50.83;0;19;
13839;48.3703;7.0351;REF;20.31;1.8;52.91;0;12;
13840;48.366;7.1428;REF;19.75;1.3;45.05;0;13;
13841;48.3615;7.2506;REF;19.96;1.4;45.47;0;17;
13842;48.357;7.3583;REF;21.05;2.2;43.19;0;21;
13843;48.3523;7.466;REF;23.24;6.1;32.52;0;82;
13844;48.3476;7.5736;REF;23.55;7;31.48;0;109;
13845;48.3428;7.6813;REF;23.58;7;31.69;0;109;
13846;48.3378;7.7889;REF;23.56;7;31.71;0;118;
13873;48.3236;-4.7374;REF;20.19;0.8;32.24;0;116;
13874;48.33;-4.6299;REF;20.09;0.8;32.35;0;119;
13875;48.3363;-4.5225;REF;20.17;0.8;31.9;0;77;
13876;48.3425;-4.415;REF;19.98;0.8;31.42;0;106;
13877;48.3486;-4.3075;REF;19.94;0.8;31.51;0;128;
13878;48.3547;-4.2;REF;19.6;0.6;37.53;0;91;
13879;48.3606;-4.0924;REF;20.16;2;41.23;0;74;
13880;48.3664;-3.9848;REF;19.55;1.6;41.82;0;65;
13881;48.3722;-3.8772;REF;19.44;1.5;41.37;0;63;
13882;48.3778;-3.7696;REF;19.68;1.6;40.98;0;73;
13883;48.3833;-3.662;REF;20.35;2.1;39.64;0;79;
13884;48.3888;-3.5543;REF;20.4;1.4;37.75;0;104;
13885;48.3941;-3.4466;REF;20.41;1.4;37.74;0;107;
13886;48.3993;-3.3389;REF;19.73;1;38.1;0;104;
13887;48.4045;-3.2311;REF;19.68;1;38.18;0;99;
13888;48.4095;-3.1234;REF;19.91;1.1;37.81;0;99;
13889;48.4145;-3.0156;REF;19.88;1.1;37.84;0;98;
13890;48.4193;-2.9078;REF;20.31;1.4;37.18;0;100;
13891;48.424;-2.8;REF;20.63;1.5;37.44;0;120;
13892;48.4287;-2.6921;REF;19.81;0.8;31.96;0;130;
13893;48.4332;-2.5843;REF;20.2;1;31.5;0;138;
13894;48.4377;-2.4764;REF;20.51;1.7;30.02;0;140;
13895;48.4421;-2.3685;REF;21.67;3.1;32.84;0;144;
13896;48.4463;-2.2606;REF;21.65;3.1;32.87;0;143;
13897;48.4505;-2.1527;REF;21.6;3;33.43;0;139;
13898;48.4545;-2.0447;REF;21.75;3.2;34.07;0;137;
13899;48.4585;-1.9368;REF;21.8;3.2;34;0;143;
13900;48.4623;-1.8288;REF;20.3;1.1;31.86;0;144;
13901;48.4661;-1.7208;REF;20.12;1;31.04;0;143;
13902;48.4698;-1.6128;REF;20.07;1;31.12;1;138;
13903;48.4733;-1.5048;REF;20.33;1.1;31.05;1;139;
13904;48.4768;-1.3967;REF;20.05;0.9;35.21;0;106;
13905;48.4802;-1.2887;REF;23.8;8.6;47.13;0;41;
13906;48.4834;-1.1806;REF;25.08;15.2;47.74;0;62;
13907;48.4866;-1.0725;REF;21.51;2.9;34.2;0;132;
13908;48.4897;-0.9644;REF;21.46;3.4;36.32;1;136;
13909;48.4926;-0.8563;REF;20.98;2.6;35.34;1;132;
13910;48.4955;-0.7482;REF;21.07;2.7;35.12;1;131;
13911;48.4983;-0.6401;REF;21.17;2.7;35.04;1;131;
13912;48.5009;-0.5319;REF;21.22;2.8;34.91;1;123;
13913;48.5035;-0.4238;REF;21.99;4.3;33.94;1;135;
13914;48.506;-0.3156;REF;21.79;4;34.42;1;127;
13915;48.5084;-0.2074;REF;21.45;3.4;35.82;1;117;
13916;48.5107;-0.0993;REF;21.37;3.5;34.74;1;108;
13917;48.5128;0.0089;REF;21.37;3.5;35.23;1;89;
13918;48.5149;0.1171;REF;21.73;3.9;33.56;1;107;
13919;48.5169;0.2253;REF;21.99;4.3;33.31;1;128;
13920;48.5188;0.3336;REF;21.98;4.3;33.64;1;128;
13921;48.5206;0.4418;REF;21.93;4.4;31.22;1;131;
13922;48.5222;0.55;REF;21.75;4.2;31.87;1;128;
13923;48.5238;0.6583;REF;21.77;4.2;31.98;1;124;
13924;48.5253;0.7665;REF;21.75;4.2;31.7;1;117;
13925;48.5267;0.8748;REF;21.67;4.1;31.01;1;115;
13926;48.528;0.983;REF;21.96;5;30.79;1;112;
13927;48.5292;1.0913;REF;22.2;5.2;31.54;2;95;
13928;48.5303;1.1995;REF;21.86;5.4;30.88;2;73;
13929;48.5313;1.3078;REF;21.86;5.4;30.16;2;70;
13930;48.5322;1.4161;REF;22.48;5.9;28.99;2;80;
13931;48.533;1.5244;REF;22.67;6.4;28.39;2;98;
13932;48.5336;1.6326;REF;22.74;6.4;28.16;2;102;
13933;48.5342;1.7409;REF;22.67;6.5;27.89;2;92;
13934;48.5347;1.8492;REF;22.46;5.7;30.84;1;83;
13935;48.5351;1.9575;REF;22.62;6.5;31.97;2;122;
13936;48.5354;2.0658;REF;22.79;6.7;32.04;2;128;
13937;48.5356;2.1741;REF;22.92;7.2;31.09;3;126;
13938;48.5357;2.2824;REF;23.18;7.6;31.02;3;139;
13939;48.5357;2.3907;REF;23.33;8.1;31.09;3;133;
13940;48.5356;2.4989;REF;23.31;7.9;31.11;3;130;
13941;48.5354;2.6072;REF;23.33;8;31.72;3;126;
13942;48.5351;2.7155;REF;23.29;7.8;31.19;3;134;
13943;48.5347;2.8238;REF;23.06;7.3;31.35;2;133;
13944;48.5343;2.9321;REF;22.9;7.1;31.02;2;128;
13945;48.5337;3.0404;REF;22.84;7;32.34;2;130;
13946;48.533;3.1487;REF;22.79;6.9;32.13;2;122;
13947;48.5322;3.2569;REF;22.92;7.2;32.87;2;126;
13948;48.5313;3.3652;REF;22.78;6.8;33.2;2;125;
13949;48.5303;3.4735;REF;23.14;7.8;32.99;2;128;
13950;48.5292;3.5818;REF;23.37;8.4;32.44;2;136;
13951;48.528;3.69;REF;23.43;8.2;33.81;1;127;
13952;48.5267;3.7983;REF;23.42;8.3;33.91;1;124;
13953;48.5253;3.9065;REF;23.52;9;31.81;2;122;
13954;48.5239;4.0148;REF;23.39;8.6;31.94;2;123;
13955;48.5223;4.123;REF;23.35;8.5;32.16;2;118;
13956;48.5206;4.2312;REF;23.24;8.2;32.27;2;121;
13957;48.5188;4.3395;REF;23.14;7.8;32.98;2;115;
13958;48.5169;4.4477;REF;23.06;7.5;33.04;2;108;
13959;48.5149;4.5559;REF;23.38;8.7;33.63;1;80;
13960;48.5129;4.6641;REF;23.48;9.1;34.41;1;92;
13961;48.5107;4.7723;REF;23.34;8.8;34.71;1;94;
13962;48.5084;4.8805;REF;23.01;7.7;35.18;1;80;
13963;48.506;4.9886;REF;22.53;6.4;36.52;1;76;
13964;48.5036;5.0968;REF;22.78;6.8;37.56;0;57;
13965;48.501;5.2049;REF;21.96;4.7;38.44;0;46;
13966;48.4983;5.3131;REF;21.2;3.3;41.06;1;38;
13967;48.4955;5.4212;REF;21.08;3.2;40.98;0;36;
13968;48.4927;5.5293;REF;21.02;3.1;41.19;0;32;
13969;48.4897;5.6374;REF;21.16;3.3;38.42;1;53;
13970;48.4866;5.7455;REF;21.66;4.3;38.26;1;51;
13971;48.4835;5.8536;REF;27.45;29;56.89;17;129;
13972;48.4802;5.9617;REF;27.26;27.6;46.4;17;144;
13973;48.4768;6.0697;REF;22.22;5.1;33.59;0;59;
13974;48.4734;6.1778;REF;22.34;5.4;33.68;1;58;
13975;48.4698;6.2858;REF;22.21;5.1;34.75;0;58;
13976;48.4661;6.3938;REF;22.32;5.3;34.45;1;68;
13977;48.4624;6.5018;REF;22.36;5.3;34.66;1;59;
13978;48.4585;6.6098;REF;22.23;5.1;36.06;1;57;
13979;48.4546;6.7178;REF;22.21;5;36.9;1;53;
13980;48.4505;6.8257;REF;21.87;4.2;37.23;1;61;
13981;48.4464;6.9336;REF;21.54;3.3;51.22;0;18;
13982;48.4421;7.0415;REF;19.97;1.5;53.84;0;11;
13983;48.4378;7.1494;REF;19.82;1.3;45.01;0;13;
13984;48.4333;7.2573;REF;18.21;0.4;46.68;0;9;
13985;48.4288;7.3652;REF;19.45;1;44.93;0;12;
13986;48.4241;7.473;REF;23.06;5.8;31.59;0;78;
13987;48.4194;7.5808;REF;23.58;7.1;30.58;0;108;
13988;48.4145;7.6886;REF;23.62;7.2;32.08;1;118;
13989;48.4096;7.7964;REF;23.64;7.3;33.02;0;117;
14014;48.3821;-4.9622;REF;19.41;0.6;33.98;0;47;
14016;48.3952;-4.7471;REF;18.97;0.4;34.57;0;103;
14017;48.4016;-4.6395;REF;19.6;0.6;38.8;0;94;
14018;48.408;-4.5319;REF;19.7;0.7;38.19;0;86;
14019;48.4142;-4.4243;REF;19.71;0.7;37.53;0;66;
14020;48.4203;-4.3166;REF;19.51;0.6;37.84;0;78;
14021;48.4263;-4.209;REF;19.25;0.5;38.1;0;82;
14022;48.4323;-4.1012;REF;19.2;0.5;38;0;84;
14023;48.4381;-3.9935;REF;18.85;0.5;38.55;0;82;
14024;48.4439;-3.8858;REF;19.6;1.6;41.91;0;72;
14025;48.4495;-3.778;REF;19.74;1.7;41.68;0;59;
14026;48.455;-3.6702;REF;19.78;1.8;41.55;0;68;
14027;48.4605;-3.5624;REF;19.59;1.6;40.98;0;70;
14028;48.4658;-3.4545;REF;19.87;1.1;38.49;0;92;
14029;48.4711;-3.3467;REF;19.86;1.1;38.7;0;93;
14030;48.4762;-3.2388;REF;19.9;1.1;38.79;0;92;
14031;48.4813;-3.1309;REF;20.53;1.5;37.23;0;106;
14032;48.4862;-3.023;REF;20.15;1.2;38.25;0;95;
14033;48.4911;-2.915;REF;20.49;1.5;38.64;0;100;
14034;48.4958;-2.807;REF;19.8;0.8;32.61;0;124;
14035;48.5005;-2.6991;REF;20.27;1;31.39;0;107;
14036;48.505;-2.5911;REF;20.66;1.7;30.03;0;145;
14037;48.5095;-2.483;REF;20.46;1.6;30.65;0;147;
14038;48.5138;-2.375;REF;20.54;1.7;30.59;0;136;
14039;48.5181;-2.2669;REF;20.84;1.8;30.51;0;152;
14040;48.5223;-2.1589;REF;20.68;1.7;31.13;0;149;
14041;48.5263;-2.0508;REF;20.67;1.7;31.99;0;146;
14042;48.5303;-1.9426;REF;21.03;2;31.57;0;146;
14043;48.5342;-1.8345;REF;20.63;1.3;31.41;1;145;
14044;48.5379;-1.7264;REF;20.56;1.2;30.55;1;139;
14045;48.5416;-1.6182;REF;20.38;1.1;30.8;1;138;
14046;48.5452;-1.51;REF;20.51;1.1;34.55;0;100;
14047;48.5486;-1.4019;REF;20.22;1;35.54;0;106;
14048;48.552;-1.2937;REF;19.95;0.8;35.53;0;101;
14049;48.5553;-1.1854;REF;20.52;1.4;38.07;0;105;
14050;48.5584;-1.0772;REF;20.59;1.4;37.9;0;101;
14051;48.5615;-0.969;REF;20.47;1.4;38.88;0;100;
14052;48.5645;-0.8607;REF;20.42;1.4;38.42;0;106;
14053;48.5674;-0.7524;REF;20.43;1.4;38.37;0;106;
14054;48.5701;-0.6442;REF;21.14;2.7;36.02;1;135;
14055;48.5728;-0.5359;REF;20.92;2.5;36.16;1;114;
14056;48.5754;-0.4276;REF;20.85;2.5;36.02;1;92;
14057;48.5779;-0.3193;REF;20.81;2.5;36.5;1;116;
14058;48.5803;-0.2109;REF;20.57;2.5;37.14;1;104;
14059;48.5825;-0.1026;REF;21.32;3.5;35.42;1;94;
14060;48.5847;0.0057;REF;21.16;3.3;34.97;1;88;
14061;48.5868;0.1141;REF;21.63;3.7;34;1;99;
14062;48.5888;0.2224;REF;21.79;4;33.72;1;108;
14063;48.5907;0.3308;REF;21.86;4.3;31.82;1;125;
14064;48.5925;0.4392;REF;21.85;4.3;31.77;1;128;
14065;48.5941;0.5476;REF;21.59;4;32.15;1;116;
14066;48.5957;0.6559;REF;21.52;3.9;33.13;1;107;
14067;48.5972;0.7643;REF;21.6;4;32.96;1;104;
14068;48.5986;0.8727;REF;21.82;4.8;32.27;1;101;
14069;48.5999;0.9811;REF;21.97;5;31.95;1;108;
14070;48.6011;1.0895;REF;22.03;5.5;30.7;2;121;
14071;48.6022;1.198;REF;22.06;5.5;30.57;2;127;
14072;48.6032;1.3064;REF;22.46;5.9;28.93;2;88;
14073;48.6041;1.4148;REF;22.53;6;29.07;2;83;
14074;48.6049;1.5232;REF;22.78;6.6;28.21;2;114;
14075;48.6056;1.6317;REF;22.77;6.5;28.23;2;125;
14076;48.6062;1.7401;REF;22.44;5.5;31.81;1;97;
14077;48.6067;1.8485;REF;22.39;5.5;31.89;1;88;
14078;48.6071;1.957;REF;22.63;5.9;31.36;2;113;
14079;48.6073;2.0654;REF;22.84;6.9;31.98;2;132;
14080;48.6075;2.1738;REF;23;7.3;31.23;2;128;
14081;48.6076;2.2823;REF;23.38;7.8;30.57;3;120;
14082;48.6076;2.3907;REF;23.36;7.8;30.27;3;115;
14083;48.6076;2.4992;REF;23.44;8;30.2;3;122;
14084;48.6074;2.6076;REF;23.21;7.6;31.09;2;115;
14085;48.6071;2.716;REF;23.17;7.6;31.31;2;123;
14086;48.6067;2.8245;REF;23.1;7.4;31.31;2;124;
14087;48.6062;2.9329;REF;22.96;7;30.92;2;121;
14088;48.6056;3.0414;REF;22.89;7.2;32.56;2;124;
14089;48.6049;3.1498;REF;22.7;6.6;32.89;2;126;
14090;48.6041;3.2582;REF;22.71;6.7;33.43;2;94;
14091;48.6032;3.3666;REF;22.62;6.4;33.63;2;107;
14092;48.6022;3.4751;REF;22.58;6.4;33.73;2;98;
14093;48.6011;3.5835;REF;22.57;5.9;33.12;1;93;
14094;48.5999;3.6919;REF;22.86;6.5;32.59;1;100;
14095;48.5986;3.8003;REF;23.42;8.3;32.81;2;122;
14096;48.5972;3.9087;REF;23.35;8.1;32.87;2;124;
14097;48.5958;4.0171;REF;23.31;8.4;31.72;2;123;
14098;48.5942;4.1255;REF;23.17;8;31.51;2;112;
14099;48.5925;4.2338;REF;23.07;7.5;32.56;2;115;
14100;48.5907;4.3422;REF;22.65;6.2;34.88;1;100;
14101;48.5888;4.4506;REF;22.7;6.4;34.71;1;89;
14102;48.5868;4.5589;REF;22.81;6.7;33.85;1;105;
14103;48.5847;4.6673;REF;23.3;8.2;33.45;1;104;
14104;48.5826;4.7756;REF;23.21;7.8;33.54;1;99;
14105;48.5803;4.884;REF;23.22;8.4;35.26;1;84;
14106;48.5779;4.9923;REF;22.8;7;35.36;1;77;
14107;48.5754;5.1006;REF;23.01;7.4;37.29;0;57;
14108;48.5729;5.2089;REF;21.77;4.2;41.52;1;44;
14109;48.5702;5.3172;REF;21.5;3.8;40.71;1;43;
14110;48.5674;5.4255;REF;21.34;3.6;41.56;1;35;
14111;48.5645;5.5337;REF;21.25;3.4;41.65;1;40;
14112;48.5616;5.642;REF;21.64;4.3;38.34;1;58;
14113;48.5585;5.7502;REF;22.16;4.8;34.62;2;71;
14114;48.5553;5.8585;REF;22.41;5.5;34.68;2;74;
14115;48.552;5.9667;REF;21.74;3.8;34.04;0;52;
14116;48.5487;6.0749;REF;22.36;5.4;33.42;0;62;
14117;48.5452;6.1831;REF;22.28;5.2;34.16;1;59;
14118;48.5416;6.2912;REF;22.32;5.3;34.77;1;60;
14119;48.538;6.3994;REF;22.6;5.7;33.52;1;63;
14120;48.5342;6.5075;REF;22.66;5.8;34.18;1;67;
14121;48.5303;6.6157;REF;22.51;5.6;34.97;1;61;
14122;48.5264;6.7238;REF;22.36;5.3;35.51;1;61;
14123;48.5223;6.8319;REF;22.44;5.5;40.99;0;37;
14124;48.5182;6.94;REF;21.49;3.6;42.45;0;34;
14125;48.5139;7.048;REF;19.99;1.4;44.69;0;25;
14126;48.5095;7.1561;REF;19.36;1;45.65;0;11;
14127;48.5051;7.2641;REF;20.92;2.1;42.51;0;18;
14128;48.5005;7.3721;REF;21.43;2.6;42.14;0;22;
14129;48.4959;7.4801;REF;23.01;6.5;30.51;1;94;
14130;48.4911;7.588;REF;23.58;7.1;30.58;0;100;
14131;48.4863;7.696;REF;23.67;7.3;32.03;1;98;
14132;48.4813;7.8039;REF;23.68;7.4;33.55;1;115;
14159;48.4668;-4.7568;REF;19.13;0.5;33.74;0;113;
14160;48.4733;-4.6491;REF;18.78;0.4;34.84;0;115;
14161;48.4796;-4.5414;REF;19.56;0.6;38.41;0;91;
14162;48.4858;-4.4336;REF;19.53;0.6;37.71;0;93;
14163;48.492;-4.3258;REF;19.48;0.6;37.79;0;82;
14164;48.498;-4.218;REF;19.48;0.6;38.62;0;80;
14165;48.504;-4.1101;REF;19.42;0.6;37.49;0;79;
14166;48.5098;-4.0022;REF;19.28;0.6;37.72;0;86;
14167;48.5155;-3.8943;REF;19.18;0.5;38.19;0;83;
14168;48.5212;-3.7864;REF;19.11;0.5;38.33;0;84;
14169;48.5267;-3.6785;REF;18.84;0.5;38.41;0;82;
14170;48.5322;-3.5705;REF;18.48;0.5;39.61;0;76;
14171;48.5375;-3.4625;REF;19.76;1;35.78;0;117;
14172;48.5428;-3.3545;REF;19.67;1;35.92;0;113;
14173;48.5479;-3.2465;REF;19.59;1;36.75;0;110;
